symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
FKBP1A	0.35822554026022174	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.589253812551664	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.1666649999999997	1	-0.44675974161283605	-0.9407545021933139	0	No data	No data	-0.88426	-1	-1
IPMK	0.3582223918006452	0.5884211722113171	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01654922726831635	No data	No data	No data	0	0	1	1	0	0.026440000000000196	No data	-0.7158783079808293	-0.6074285958371312	0	No data	No data	0	0.5	0
CCL20	0.35817157727611576	0.5627281110501839	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3050248794181725	0.3931721167293077	No data	No data	0	1	0	0	0	0	No data	0.8952906855594915	No data	0	No data	No data	0	0.75	0
LCE3A	0.35779683751134894	0.5651402537204622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09191913659887713	0.42731455764120846	No data	No data	No data	No data	0	0	0	No data	No data	No data	No data	0	No data	No data	-0.5224724999999999	1	0.5
OSTM1	0.35703569716982236	0.584864887825987	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	0	0	0	0	No data	-0.2131694102938112	-0.7815848731304278	0	No data	No data	No data	-1	0
FAP	0.3565998933625803	0.5815888090362092	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0998187561849167	No data	No data	0.75	1	1	1	1	1	0.480265	No data	0.23327776620129193	No data	0	No data	No data	0	0.5	0
ABHD5	0.3564367873999761	0.5863114499221128	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.7421199999999999	No data	0.08981037716190876	-0.8432117317464943	0	No data	No data	0	-1	-1
UBASH3A	0.3560163622198869	0.5856198824250541	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.008335069806209683	-0.4700118918221574	0	No data	No data	0	1	0.5
POLI	0.3551484150641884	0.5814890973107446	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.040551985701843346	No data	No data	0	0	1	1	0	0	No data	0.02563033965409467	No data	0	No data	No data	0	-1	-1
GSTCD	0.35418690013652493	0.5807867638218194	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	No data	0	0	0	0	0	0.22590999999999967	No data	-0.12398416336736817	-0.16068148577515484	0	No data	No data	No data	-1	-1
PPP3CA	0.3521274726579242	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5792229543910723	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	1	0	0.9808050000000001	No data	-0.9339445717857887	-0.7039351503923621	0	No data	No data	-0.5729375000000001	0.5	-1
IRF5	0.35163465619206397	0.5621540490615018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.32516519328626436	No data	No data	No data	0	0	0	0	0	0.27043000000000034	No data	-0.3823713273598667	-0.632939079468739	0	No data	No data	0	-1	0
SPATA2	0.34906522078886293	0.5293822421234349	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8706854090147292	0.057117150836011814	No data	No data	0	0	0	0	0	0.2307699999999997	No data	-0.7678683058970619	0	0	No data	No data	0	-1	-1
BBS7	0.3488151896988133	0.5719507080424191	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	No data	0	0	0	0	0	0.587415	No data	-0.21566993123567413	-0.7111389524053779	0	No data	No data	No data	0.5	-1
INAVA	0.3474468991966403	0.5683321297702602	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	0	0	0	0	0.3771650000000001	No data	-0.2185872056678475	-0.031038826058105984	0	No data	No data	0	0.5	0
DAAM1	0.34713250112205346	0.5710066054982469	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.8595500000000001	No data	-0.8108981037716191	-0.902640878126952	0	No data	No data	-0.21114250000000007	-1	-1
RUNX3	0.3464341644520293	0.5366582451085318	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6639929918878944	No data	No data	No data	0	0	0	0	0	0.5421700000000002	No data	-0.5942904771827464	-0.899516250029273	0	No data	No data	-0.1506025000000001	0.5	0
USP25	0.3459321437209908	0.5690321087203595	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.6622199999999999	No data	-0.7150448010002084	-0.031038826058105984	0	No data	No data	0	0.5	-1
PRKRA	0.34356242768441453	0.5627023825896339	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	0	0	0	0.904155	No data	-0.42508856011669094	-0.7027329383602382	-1	No data	No data	0	-1	-1
SLC30A8	0.3434429758012661	0.5649376165026533	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.010840000000000316	No data	0.6247134819754114	-0.28503567362602955	0	No data	No data	0	1	0.5
SATB1	0.34333157286076227	0.5638424709282779	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.9148099999999999	No data	-0.7659929151906647	-0.8585911940106496	0	No data	No data	0	0.75	-1
CCDC88B	0.3407495490911834	0.5595952378883943	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	-0.4609293602833924	-0.6102109365505987	0	No data	No data	0	0.5	0
NOD2	0.34060258595545523	0.5452322175221591	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23605210707256363	0.14537556045531835	No data	1	0	0	1	1	0	0	No data	0.510418837257762	-0.8138788816324416	0	No data	No data	0	0.5	0
FOSL2	0.3394796533624296	0.5550748620116621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05927325276713306	0.0170877324651476	No data	No data	0	0	0	0	0	0.7545999999999999	No data	-0.8384038341321108	-0.5802967789499031	0	No data	No data	0	-1	-1
OSMR	0.33945700886302405	0.5556603784409128	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	0.046306758335154304	No data	0.5	0	0	0	0	0	0	No data	0.04230047926651381	-0.8965942242242808	0	No data	No data	0	-1	0
ELOA	0.3392179535690897	0.5579877757497661	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.1321249999999999	No data	-0.9670764742654719	-0.8720218990683143	0	No data	No data	0	-1	0
KCNJ11	0.3390996140933806	0.5577931162981081	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.7948700000000002	1	0.3572619295686601	-0.8256793913435675	0	-1	No data	-0.23718000000000003	0.5	0
KEAP1	0.33802116560652923	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5492485886754993	No data	No data	No data	No data	No data	No data	0.13541123503354022	No data	No data	1	0	0	1	1	1	0.6955150000000003	1	-0.3488226713898729	-0.4213816122021724	0	No data	-1	0	0.5	-1
CARD9	0.3370285864511111	0.553778502288516	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.2630600000000001	No data	0.26505521983746605	-0.08327841560306276	0	No data	No data	0	0.5	0
HDAC7	0.3354025991736189	0.5517118074809103	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.29364500000000004	No data	-0.8400708480933528	-0.8877660593665548	0	No data	No data	0	-1	-1
SYNE2	0.33528233944078933	0.5497948010037128	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.034383766967746525	No data	No data	0	0	0	0	0	0	No data	-0.6648260054177954	-0.6996451021040428	0	No data	No data	0	0.5	-1
TTC33	0.33350481963564377	0.54636696548503	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.044462775203958194	No data	No data	0	0	0	0	0	0.10305499999999981	No data	0.15753281933736196	No data	0	-1	No data	No data	-1	0
FUBP1	0.3326915639105879	0.5426337357281181	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	0.08426674808029905	No data	No data	0	0	0	1	0	0.8913049999999998	No data	-0.9699937486976453	-0.9228389227040268	0	No data	-1	-0.1537275000000001	-1	-1
NFIB	0.33244513985846336	0.5429149614185916	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07864100115893707	No data	No data	0	0	0	0	0	0.9089050000000001	No data	-0.8564284225880392	-0.8659120740971143	0	No data	No data	-0.033399999999999964	-1	0
IL18R1	0.3278964285561889	0.5181227958202134	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42483861923683636	No data	No data	0.5	0	0	0	0	0	0	No data	-0.09762450510523024	-0.39602281980394116	0	No data	No data	0	0.5	0
SCG2	0.3266887173126565	0.5373781334917052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.09237999999999999	No data	-0.07188997707855804	No data	0	No data	No data	No data	0.75	0
ZNF804A	0.32481793528063424	0.5343008391033109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.5222963117316107	-0.5334310964091995	0	-1	No data	0	0.5	0.5
STAT3	0.32422433163808656	0.49632871162832914	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6964044206333542	0.09789630864700269	No data	0.5	0	0	1	1	0	0.9935049999999996	1	-0.9820795999166493	-0.8662496394979585	0	-1	-1	0	-1	-1
ATG16L1	0.3231605455737741	0.5231936722421494	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16761773288235607	No data	No data	No data	0	0	0	0	0	0.7034599999999998	No data	-0.7280683475724109	-0.632939079468739	0	No data	No data	0	-1	-1
CCL21	0.3224410972523284	0.5274219174387993	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02262853524443256	0.04932694499734441	No data	No data	0	1	0	0	0	0	No data	0.3588247551573245	0	0	No data	No data	0	1	0
SPHK2	0.32214510385527956	0.5066629555374579	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4648255765505055	No data	No data	0.5	0	0	1	1	0	0	No data	0.14325901229422788	0	0	No data	No data	0	-1	-1
ZNF831	0.32193403313895236	0.5295570390638791	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	-0.20952281725359445	0	0	No data	No data	0	0.5	0.5
ALDH2	0.32101338825239895	0.5280426481329206	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.75822	No data	0.22650552198374663	-0.9240031694560266	0	-1	No data	-0.3230174999999999	0.5	-1
PARK7	0.3205156247827573	0.5260080034268609	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	1	1	0	0.5767200000000002	No data	-0.45874140445926237	-0.7243547400272987	0	No data	No data	No data	-1	-1
FOS	0.32013804580640237	0.5017738187886743	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.39718547881078897	0.22363575963792062	No data	No data	0	0	1	1	0	0.6842100000000002	No data	-0.32433840383413215	-0.9085455453549762	0	-1	No data	0	-1	-1
PRSS53	0.3196433543966452	0.5241172367776938	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	0	1	0	0	0	0.023510000000000274	No data	0.5094811419045635	-0.19040923792533082	0	No data	No data	0	0.5	0.5
